Player,Year,Team, Salary 
Maurice Cheeks,1992,Atlanta Hawks,"  1,000,000 "
Travis Mays,1992,Atlanta Hawks,"  1,000,000 "
Stacey Augmon,1992,Atlanta Hawks,"  875,000 "
Kevin Willis,1992,Atlanta Hawks,"  725,000 "
Kevin Edwards,1992,Miami Heat,"  600,000 "
Duane Ferrell,1992,Atlanta Hawks,"  500,000 "
Rodney Monroe,1992,Atlanta Hawks,"  217,000 "
Gary Leonard,1992,Atlanta Hawks,"  130,000 "
Paul Graham,1992,Atlanta Hawks,"  125,000 "
Larry Bird,1992,Boston Celtics,"  7,070,000 "
Kevin McHale,1992,Boston Celtics,"  3,500,000 "
Reggie Lewis,1992,Boston Celtics,"  3,340,000 "
Robert Parish,1992,Boston Celtics,"  3,000,000 "
Kevin Gamble,1992,Boston Celtics,"  1,400,000 "
Brian Shaw,1992,Boston Celtics,"  1,313,000 "
Joe Kleine,1992,Boston Celtics,"  950,000 "
Ed Pinckney,1992,Boston Celtics,"  900,000 "
Horace Grant,1992,Chicago Bulls,"  1,750,000 "
Bill Hanzlik,1992,Denver Nuggets,"  508,000 "
John Paxson,1992,Chicago Bulls,"  1,600,000 "
Stacey King,1992,Chicago Bulls,"  1,100,000 "
Fat Lever,1992,Dallas Mavericks,"  1,619,000 "
Doug Smith,1992,Dallas Mavericks,"  1,500,000 "
Herb Williams,1992,Dallas Mavericks,"  1,183,000 "
Rodney McCray,1992,Dallas Mavericks,"  1,025,000 "
James Donaldson,1992,Dallas Mavericks,"  880,000 "
Randy White,1992,Dallas Mavericks,"  855,000 "
Brad Davis,1992,Dallas Mavericks,"  600,000 "
Alex English,1992,Dallas Mavericks,"  500,000 "
Terry Davis,1992,Dallas Mavericks,"  382,000 "
Derek Harper,1992,Dallas Mavericks,"  1,725,000 "
John Shasky,1992,Dallas Mavericks,"  250,000 "
Mike Iuzzolino,1992,Dallas Mavericks,"  185,000 "
Donald Hodge,1992,Dallas Mavericks,"  130,000 "
Mahmoud Abdul-Rauf,1992,Denver Nuggets,"  2,008,000 "
Dikembe Mutombo,1992,Denver Nuggets,"  2,005,000 "
Greg Anderson,1992,Denver Nuggets,"  1,465,000 "
Mark Macon,1992,Denver Nuggets,"  970,000 "
Joe Wolf,1992,Denver Nuggets,"  763,000 "
Jerome Lane,1992,Denver Nuggets,"  640,000 "
Kevin Brooks,1992,Denver Nuggets,"  625,000 "
Kelvin Upshaw,1992,Dallas Mavericks,"  250,000 "
Rolando Blackman,1992,Dallas Mavericks,"  1,920,000 "
Darnell Valentine,1992,Cleveland Cavaliers,"  130,000 "
Jimmy Oliver,1992,Cleveland Cavaliers,"  200,000 "
Craig Hodges,1992,Chicago Bulls,"  700,000 "
Bob Hansen,1992,Chicago Bulls,"  600,000 "
Will Perdue,1992,Chicago Bulls,"  500,000 "
B.J. Armstrong,1992,Chicago Bulls,"  435,000 "
Scott Williams,1992,Chicago Bulls,"  350,000 "
Mark Randall,1992,Chicago Bulls,"  180,000 "
Rory Sparrow,1992,Chicago Bulls,"  126,000 "
Chuck Nevitt,1992,Chicago Bulls,"  118,000 "
Hot Rod Williams,1992,Cleveland Cavaliers,"  3,786,000 "
Danny Ferry,1992,Cleveland Cavaliers,"  2,843,000 "
Brad Daugherty,1992,Cleveland Cavaliers,"  2,245,000 "
Mark Price,1992,Cleveland Cavaliers,"  1,520,000 "
Larry Nance,1992,Cleveland Cavaliers,"  1,363,000 "
Craig Ehlo,1992,Cleveland Cavaliers,"  925,000 "
John Battle,1992,Cleveland Cavaliers,"  700,000 "
Chucky Brown,1992,Cleveland Cavaliers,"  640,000 "
Steve Kerr,1992,Cleveland Cavaliers,"  553,000 "
Terrell Brandon,1992,Cleveland Cavaliers,"  525,000 "
Winston Bennett,1992,Cleveland Cavaliers,"  525,000 "
Henry James,1992,Cleveland Cavaliers,"  477,000 "
John Morton,1992,Cleveland Cavaliers,"  450,000 "
Cliff Levingston,1992,Chicago Bulls,"  1,350,000 "
Jeff Sanders,1992,Miami Heat,"  385,000 "
Sedale Threatt,1992,Los Angeles Lakers,"  612,000 "
Grant Long,1992,Miami Heat,"  252,000 "
Dwayne Schintzius,1992,Sacramento Kings,"  650,000 "
Anthony Bonner,1992,Sacramento Kings,"  568,000 "
Spud Webb,1992,Sacramento Kings,"  560,000 "
Les Jepsen,1992,Sacramento Kings,"  504,000 "
Pete Chilcutt,1992,Sacramento Kings,"  475,000 "
Jim Les,1992,Sacramento Kings,"  323,000 "
Randy Brown,1992,Sacramento Kings,"  210,000 "
Jawann Oldham,1992,Sacramento Kings,"  175,000 "
David Robinson,1992,San Antonio Spurs,"  2,240,000 "
Duane Causwell,1992,Sacramento Kings,"  820,000 "
Terry Cummings,1992,San Antonio Spurs,"  1,861,000 "
Antoine Carr,1992,San Antonio Spurs,"  1,263,000 "
Sidney Green,1992,San Antonio Spurs,"  1,063,000 "
Paul Pressey,1992,San Antonio Spurs,"  1,000,000 "
Willie Anderson,1992,San Antonio Spurs,"  775,000 "
Rod Strickland,1992,San Antonio Spurs,"  400,000 "
Tony Massenburg,1992,San Antonio Spurs,"  200,000 "
Greg Sutton,1992,San Antonio Spurs,"  175,000 "
Tom Copa,1992,San Antonio Spurs,"  160,000 "
Kevin Pritchard,1992,San Antonio Spurs,"  158,000 "
Sean Elliott,1992,San Antonio Spurs,"  1,802,000 "
Mitch Richmond,1992,Sacramento Kings,"  950,000 "
Dennis Hopson,1992,Sacramento Kings,"  950,000 "
Lionel Simmons,1992,Sacramento Kings,"  1,289,000 "
Dan Majerle,1992,Phoenix Suns,"  535,000 "
Negele Knight,1992,Phoenix Suns,"  469,000 "
Ian Lockhart,1992,Phoenix Suns,"  263,000 "
Cedric Ceballos,1992,Phoenix Suns,"  250,000 "
Kevin Duckworth,1992,Portland Trailblazers,"  2,013,000 "
Terry Porter,1992,Portland Trailblazers,"  1,787,000 "
Buck Williams,1992,Portland Trailblazers,"  1,700,000 "
Clyde Drexler,1992,Portland Trailblazers,"  1,378,000 "
Wayne Cooper,1992,Portland Trailblazers,"  1,200,000 "
Walter Davis,1992,Portland Trailblazers,"  1,000,000 "
Danny Ainge,1992,Portland Trailblazers,"  725,000 "
Jerome Kersey,1992,Portland Trailblazers,"  561,000 "
Danny Young,1992,Portland Trailblazers,"  550,000 "
Alaa Abdelnaby,1992,Portland Trailblazers,"  494,000 "
Cliff Robinson,1992,Portland Trailblazers,"  474,000 "
Mark Bryant,1992,Portland Trailblazers,"  450,000 "
Lamont Strothers,1992,Portland Trailblazers,"  150,000 "
Ennis Whatley,1992,Portland Trailblazers,"  130,000 "
Robert Pack,1992,Portland Trailblazers,"  130,000 "
Ralph Sampson,1992,Sacramento Kings,"  2,685,000 "
Wayman Tisdale,1992,Sacramento Kings,"  2,333,000 "
Donald Royal,1992,San Antonio Spurs,"  130,000 "
Ed Nealy,1992,Phoenix Suns,"  650,000 "
Vinnie Johnson,1992,San Antonio Spurs,"  130,000 "
Benoit Benjamin,1992,Seattle SuperSonics,"  2,875,000 "
David Benoit,1992,Utah Jazz,"  230,000 "
Corey Crowder,1992,Utah Jazz,"  130,000 "
Isaac Austin,1992,Utah Jazz,"  130,000 "
Bernard King,1992,Washington Bullets,"  2,525,000 "
Pervis Ellison,1992,Washington Bullets,"  2,300,000 "
Michael Adams,1992,Washington Bullets,"  1,309,000 "
John Williams,1992,Washington Bullets,"  1,100,000 "
Tom Hammonds,1992,Washington Bullets,"  825,000 "
Ledell Eackles,1992,Washington Bullets,"  780,000 "
Delaney Rudd,1992,Utah Jazz,"  240,000 "
Charles Jones,1992,Washington Bullets,"  750,000 "
Mark Alarie,1992,Washington Bullets,"  550,000 "
Harvey Grant,1992,Washington Bullets,"  450,000 "
Greg Foster,1992,Washington Bullets,"  339,000 "
A.J. English,1992,Washington Bullets,"  325,000 "
David Wingate,1992,Washington Bullets,"  250,000 "
Haywoode Workman,1992,Washington Bullets,"  250,000 "
Andre Turner,1992,Washington Bullets,"  130,000 "
Larry Stewart,1992,Washington Bullets,"  130,000 "
Jon Sundvold,1992,Miami Heat,"  333,000 "
LaBradford Smith,1992,Washington Bullets,"  620,000 "
Andy Toolson,1992,Utah Jazz,"  250,000 "
Walter Palmer,1992,Utah Jazz,"  275,000 "
Blue Edwards,1992,Utah Jazz,"  390,000 "
Gary Payton,1992,Seattle SuperSonics,"  1,883,000 "
Ricky Pierce,1992,Seattle SuperSonics,"  1,750,000 "
Michael Cage,1992,Seattle SuperSonics,"  1,390,000 "
Derrick McKey,1992,Seattle SuperSonics,"  1,112,000 "
Eddie Johnson,1992,Seattle SuperSonics,"  1,050,000 "
Nate McMillan,1992,Seattle SuperSonics,"  733,000 "
Rich King,1992,Seattle SuperSonics,"  600,000 "
Dana Barros,1992,Seattle SuperSonics,"  500,000 "
Shawn Kemp,1992,Seattle SuperSonics,"  430,000 "
Quintin Dailey,1992,Seattle SuperSonics,"  425,000 "
Dave Corzine,1992,Seattle SuperSonics,"  300,000 "
Bart Kofoed,1992,Seattle SuperSonics,"  130,000 "
Marty Conlon,1992,Seattle SuperSonics,"  130,000 "
Karl Malone,1992,Utah Jazz,"  2,556,000 "
John Stockton,1992,Utah Jazz,"  2,100,000 "
Jeff Malone,1992,Utah Jazz,"  1,580,000 "
Mark Eaton,1992,Utah Jazz,"  1,333,000 "
Mike Brown,1992,Utah Jazz,"  1,175,000 "
Tyrone Corbin,1992,Utah Jazz,"  922,000 "
Darrell Griffith,1992,Utah Jazz,"  850,000 "
Eric Murdock,1992,Utah Jazz,"  600,000 "
Dave Greenwood,1992,San Antonio Spurs,"  100,000 "
Tim Perry,1992,Phoenix Suns,"  675,000 "
Morlon Wiley,1992,San Antonio Spurs,"  130,000 "
Jerrod Mustaf,1992,Phoenix Suns,"  735,000 "
Scott Brooks,1992,Minnesota Timberwolves,"  400,000 "
Bob Thornton,1992,Minnesota Timberwolves,"  335,000 "
Doug West,1992,Minnesota Timberwolves,"  310,000 "
Myron Brown,1992,Minnesota Timberwolves,"  200,000 "
Tom Garrick,1992,Minnesota Timberwolves,"  200,000 "
Dan Godfread,1992,Minnesota Timberwolves,"  100,000 "
Derrick Coleman,1992,New Jersey Nets,"  2,300,000 "
Sam Bowie,1992,New Jersey Nets,"  2,000,000 "
Kenny Anderson,1992,New Jersey Nets,"  1,828,000 "
Sam Mitchell,1992,Minnesota Timberwolves,"  630,000 "
Drazen Petrovic,1992,New Jersey Nets,"  1,375,000 "
Roy Hinson,1992,New Jersey Nets,"  943,000 "
Terry Mills,1992,New Jersey Nets,"  850,000 "
Chris Morris,1992,New Jersey Nets,"  650,000 "
Mookie Blaylock,1992,New Jersey Nets,"  575,000 "
Tate George,1992,New Jersey Nets,"  481,000 "
Rafael Addison,1992,New Jersey Nets,"  311,000 "
Doug Lee,1992,New Jersey Nets,"  150,000 "
Dave Feitl,1992,New Jersey Nets,"  135,000 "
Patrick Ewing,1992,New York Knicks,"  3,139,000 "
Chris Dudley,1992,New Jersey Nets,"  1,000,000 "
Tod Murphy,1992,Minnesota Timberwolves,"  760,000 "
Pooh Richardson,1992,Minnesota Timberwolves,"  760,000 "
Thurl Bailey,1992,Minnesota Timberwolves,"  1,000,000 "
Bimbo Coles,1992,Miami Heat,"  212,000 "
Andrew Lang,1992,Phoenix Suns,"  700,000 "
Alan Ogg,1992,Miami Heat,"  202,000 "
Keith Askins,1992,Miami Heat,"  202,000 "
Danny Schayes,1992,Milwaukee Bucks,"  1,600,000 "
Moses Malone,1992,Milwaukee Bucks,"  1,600,000 "
Brad Lohaus,1992,Milwaukee Bucks,"  1,377,000 "
Dale Ellis,1992,Milwaukee Bucks,"  1,300,000 "
Frank Brickowski,1992,Milwaukee Bucks,"  1,055,000 "
Alvin Robertson,1992,Milwaukee Bucks,"  1,033,000 "
Jeff Grayer,1992,Milwaukee Bucks,"  950,000 "
Lester Conner,1992,Milwaukee Bucks,"  900,000 "
Fred Roberts,1992,Milwaukee Bucks,"  791,000 "
Jay Humphries,1992,Milwaukee Bucks,"  760,000 "
Larry Krystkowiak,1992,Milwaukee Bucks,"  605,000 "
Steve Henson,1992,Milwaukee Bucks,"  350,000 "
Bobby Phills,1992,Milwaukee Bucks,"  130,000 "
Luc Longley,1992,Minnesota Timberwolves,"  1,590,000 "
Felton Spencer,1992,Minnesota Timberwolves,"  1,340,000 "
Randy Breuer,1992,Minnesota Timberwolves,"  1,250,000 "
Tony Campbell,1992,Minnesota Timberwolves,"  1,183,000 "
Xavier McDaniel,1992,New York Knicks,"  1,625,000 "
Mark Jackson,1992,New York Knicks,"  1,250,000 "
Gerald Glass,1992,Minnesota Timberwolves,"  705,000 "
Charles Oakley,1992,New York Knicks,"  1,050,000 "
Armen Gilliam,1992,Philadelphia 76ers,"  1,350,000 "
Manute Bol,1992,Philadelphia 76ers,"  1,350,000 "
Charles Shackleford,1992,Philadelphia 76ers,"  1,332,000 "
Ron Anderson,1992,Philadelphia 76ers,"  1,000,000 "
Hersey Hawkins,1992,Philadelphia 76ers,"  805,000 "
Jayson Williams,1992,Philadelphia 76ers,"  650,000 "
Dave Hoppen,1992,Philadelphia 76ers,"  500,000 "
Brian Oliver,1992,Philadelphia 76ers,"  456,000 "
Kenny Payne,1992,Philadelphia 76ers,"  410,000 "
Mitchell Wiggins,1992,Philadelphia 76ers,"  335,000 "
Derek Strong,1992,Philadelphia 76ers,"  130,000 "
Rickey Green,1992,Philadelphia 76ers,"  130,000 "
Robert Reid,1992,Philadelphia 76ers,"  130,000 "
Tharon Mayes,1992,Philadelphia 76ers,"  130,000 "
Tom Chambers,1992,Phoenix Suns,"  2,275,000 "
Kevin Johnson,1992,Phoenix Suns,"  1,950,000 "
Jeff Hornacek,1992,Phoenix Suns,"  1,428,000 "
Mark West,1992,Phoenix Suns,"  975,000 "
Kurt Rambis,1992,Phoenix Suns,"  950,000 "
Joe Barry Carroll,1992,Phoenix Suns,"  925,000 "
Trent Tucker,1992,Phoenix Suns,"  813,000 "
Johnny Dawkins,1992,Philadelphia 76ers,"  1,700,000 "
Charles Barkley,1992,Philadelphia 76ers,"  3,200,000 "
Andrew Toney,1992,Philadelphia 76ers,"  450,000 "
Otis Smith,1992,Orlando Magic,"  525,000 "
Kiki Vandeweghe,1992,New York Knicks,"  1,020,000 "
Greg Anthony,1992,New York Knicks,"  865,000 "
Tim McCormick,1992,New York Knicks,"  825,000 "
Gerald Wilkins,1992,New York Knicks,"  795,000 "
Stuart Gray,1992,New York Knicks,"  520,000 "
Brian Quinnett,1992,New York Knicks,"  450,000 "
John Starks,1992,New York Knicks,"  400,000 "
Anthony Mason,1992,New York Knicks,"  210,000 "
Kennard Winchester,1992,New York Knicks,"  120,000 "
Dennis Scott,1992,Orlando Magic,"  1,980,000 "
Scott Skiles,1992,Orlando Magic,"  1,925,000 "
Patrick Eddie,1992,New York Knicks,"  130,000 "
Terry Catledge,1992,Orlando Magic,"  1,386,000 "
Jerry Reynolds,1992,Orlando Magic,"  1,300,000 "
Sam Vincent,1992,Orlando Magic,"  1,260,000 "
Bison Dele,1992,Orlando Magic,"  777,000 "
Nick Anderson,1992,Orlando Magic,"  750,000 "
Greg Kite,1992,Orlando Magic,"  700,000 "
Jeff Turner,1992,Orlando Magic,"  550,000 "
Stanley Roberts,1992,Orlando Magic,"  550,000 "
Mark Acres,1992,Orlando Magic,"  547,000 "
Jud Buechler,1993,Golden State Warriors,"  375,000 "
Byron Houston,1993,Golden State Warriors,"  500,000 "
Latrell Sprewell,1993,Golden State Warriors,"  550,000 "
Jeff Grayer,1993,Golden State Warriors,"  550,000 "
Tim Hardaway,1993,Golden State Warriors,"  690,000 "
Chris Gatling,1993,Golden State Warriors,"  910,000 "
Keith Jennings,1993,Golden State Warriors,"  140,000 "
Victor Alexander,1993,Golden State Warriors,"  942,000 "
Tom Tolbert,1993,Golden State Warriors,"  606,000 "
Hakeem Olajuwon,1993,Houston Rockets,"  3,170,000 "
Scott Brooks,1993,Houston Rockets,"  500,000 "
Kenny Smith,1993,Houston Rockets,"  1,983,000 "
Sleepy Floyd,1993,Houston Rockets,"  1,700,000 "
Vernon Maxwell,1993,Houston Rockets,"  1,542,000 "
Dave Jamerson,1993,Houston Rockets,"  1,034,000 "
Robert Horry,1993,Houston Rockets,"  997,000 "
Carl Herrera,1993,Houston Rockets,"  800,000 "
Matt Bullard,1993,Houston Rockets,"  500,000 "
Tree Rollins,1993,Houston Rockets,"  500,000 "
Tod Murphy,1993,Houston Rockets,"  500,000 "
Jim Petersen,1993,Golden State Warriors,"  1,221,000 "
Otis Thorpe,1993,Houston Rockets,"  2,102,000 "
Alton Lister,1993,Golden State Warriors,"  1,283,000 "
Anthony Cook,1993,Denver Nuggets,"  570,000 "
Sarunas Marciulionis,1993,Golden State Warriors,"  1,500,000 "
Mark Acres,1993,Houston Rockets,"  250,000 "
Scott Hastings,1993,Denver Nuggets,"  600,000 "
Winston Garland,1993,Denver Nuggets,"  625,000 "
Todd Lichti,1993,Denver Nuggets,"  565,180 "
Marcus Liberty,1993,Denver Nuggets,"  360,000 "
Robert Pack,1993,Denver Nuggets,"  250,000 "
Robert Werdann,1993,Denver Nuggets,"  145,000 "
Gary Plummer,1993,Denver Nuggets,"  140,000 "
Dennis Rodman,1993,Detroit Pistons,"  2,350,000 "
Isiah Thomas,1993,Detroit Pistons,"  2,272,000 "
Tyrone Hill,1993,Golden State Warriors,"  1,400,000 "
Mark Aguirre,1993,Detroit Pistons,"  1,351,000 "
Terry Mills,1993,Detroit Pistons,"  1,337,000 "
Bill Laimbeer,1993,Detroit Pistons,"  1,319,000 "
Orlando Woolridge,1993,Detroit Pistons,"  1,108,000 "
Gerald Glass,1993,Detroit Pistons,"  903,000 "
Olden Polynice,1993,Detroit Pistons,"  850,000 "
Darrell Walker,1993,Detroit Pistons,"  735,000 "
Mark Randall,1993,Detroit Pistons,"  250,000 "
Isaiah Morris,1993,Detroit Pistons,"  140,000 "
Chris Mullin,1993,Golden State Warriors,"  2,844,000 "
Billy Owens,1993,Golden State Warriors,"  1,962,000 "
Joe Dumars,1993,Detroit Pistons,"  1,339,000 "
Kennard Winchester,1993,Houston Rockets,"  140,000 "
Duane Cooper,1993,Los Angeles Lakers,"  140,000 "
Curtis Blair,1993,Houston Rockets,"  25,000 "
Kiki Vandeweghe,1993,Los Angeles Clippers,"  140,000 "
Tito Horford,1993,Los Angeles Clippers,"  7,000 "
Vlade Divac,1993,Los Angeles Lakers,"  3,633,000 "
Sam Perkins,1993,Los Angeles Lakers,"  3,047,000 "
Magic Johnson,1993,Los Angeles Lakers,"  2,500,000 "
James Worthy,1993,Los Angeles Lakers,"  1,850,000 "
A.C. Green,1993,Los Angeles Lakers,"  1,750,000 "
Byron Scott,1993,Los Angeles Lakers,"  1,100,000 "
James Edwards,1993,Los Angeles Lakers,"  1,000,000 "
Sedale Threatt,1993,Los Angeles Lakers,"  796,000 "
Anthony Peeler,1993,Los Angeles Lakers,"  700,000 "
Elden Campbell,1993,Los Angeles Lakers,"  575,000 "
Tony Smith,1993,Los Angeles Lakers,"  450,000 "
Jack Haley,1993,Los Angeles Lakers,"  390,000 "
Keith Owens,1993,Los Angeles Lakers,"  250,000 "
Sean Higgins,1993,Los Angeles Lakers,"  250,000 "
Alex Blackwell,1993,Los Angeles Lakers,"  140,000 "
Cliff Robinson,1993,Los Angeles Lakers,"  140,000 "
Rory Sparrow,1993,Los Angeles Lakers,"  140,000 "
Rony Seikaly,1993,Miami Heat,"  2,382,000 "
Kevin Brooks,1993,Denver Nuggets,"  800,000 "
James Edwards,1993,Los Angeles Clippers,"  250,000 "
Elmore Spencer,1993,Los Angeles Clippers,"  438,000 "
Randy Woods,1993,Los Angeles Clippers,"  500,000 "
John Williams,1993,Los Angeles Clippers,"  800,000 "
Reggie Miller,1993,Indiana Pacers,"  3,211,000 "
LaSalle Thompson,1993,Indiana Pacers,"  2,000,000 "
Rik Smits,1993,Indiana Pacers,"  2,000,000 "
Detlef Schrempf,1993,Indiana Pacers,"  1,393,000 "
Vern Fleming,1993,Indiana Pacers,"  1,360,000 "
George McCloud,1993,Indiana Pacers,"  1,040,000 "
Mike Sanders,1993,Indiana Pacers,"  910,000 "
Pooh Richardson,1993,Indiana Pacers,"  800,000 "
Malik Sealy,1993,Indiana Pacers,"  790,000 "
Greg Dreiling,1993,Indiana Pacers,"  650,000 "
Winston Garland,1993,Houston Rockets,"  134,000 "
Sam Mitchell,1993,Indiana Pacers,"  575,000 "
Sean Green,1993,Indiana Pacers,"  355,000 "
Kenny Williams,1993,Indiana Pacers,"  325,000 "
Randy Wittman,1993,Indiana Pacers,"  300,000 "
Danny Manning,1993,Los Angeles Clippers,"  2,600,000 "
Ron Harper,1993,Los Angeles Clippers,"  2,220,000 "
Stanley Roberts,1993,Los Angeles Clippers,"  1,900,000 "
Mark Jackson,1993,Los Angeles Clippers,"  1,790,000 "
Ken Norman,1993,Los Angeles Clippers,"  1,275,000 "
Gary Grant,1993,Los Angeles Clippers,"  1,128,000 "
Loy Vaught,1993,Los Angeles Clippers,"  1,100,000 "
Dale Davis,1993,Indiana Pacers,"  559,000 "
Bryant Stith,1993,Denver Nuggets,"  850,000 "
Blair Rasmussen,1993,Atlanta Hawks,"  1,988,000 "
Mark Macon,1993,Denver Nuggets,"  1,228,000 "
Michael Smith,1993,Boston Celtics,"  650,000 "
Rick Fox,1993,Boston Celtics,"  650,000 "
John Bagley,1993,Boston Celtics,"  550,000 "
Alaa Abdelnaby,1993,Boston Celtics,"  500,000 "
A.J. Wynder,1993,Boston Celtics,"  140,000 "
Bart Kofoed,1993,Boston Celtics,"  140,000 "
Kenny Battle,1993,Boston Celtics,"  140,000 "
Marcus Webb,1993,Boston Celtics,"  140,000 "
Joe Wolf,1993,Boston Celtics,"  29,000 "
Larry Johnson,1993,Charlotte Hornets,"  2,540,000 "
Alonzo Mourning,1993,Charlotte Hornets,"  2,400,000 "
Kendall Gill,1993,Charlotte Hornets,"  1,908,000 "
Mike Gminski,1993,Charlotte Hornets,"  1,415,000 "
Sidney Green,1993,Charlotte Hornets,"  1,288,000 "
Johnny Newman,1993,Charlotte Hornets,"  1,175,000 "
Tom Hammonds,1993,Charlotte Hornets,"  850,000 "
Dell Curry,1993,Charlotte Hornets,"  750,000 "
Muggsy Bogues,1993,Charlotte Hornets,"  700,000 "
Kenny Gattison,1993,Charlotte Hornets,"  598,000 "
Kevin Lynch,1993,Charlotte Hornets,"  250,000 "
Tony Bennett,1993,Charlotte Hornets,"  140,000 "
Dino Radja,1993,Boston Celtics,"  711,000 "
Stojko Vrankovic,1993,Boston Celtics,"  831,000 "
Dee Brown,1993,Boston Celtics,"  865,000 "
Joe Kleine,1993,Boston Celtics,"  1,150,000 "
Steve Smith,1993,Miami Heat,"  2,252,000 "
Dominique Wilkins,1993,Atlanta Hawks,"  3,500,000 "
Jon Koncak,1993,Atlanta Hawks,"  2,450,000 "
Kevin Willis,1993,Atlanta Hawks,"  2,425,000 "
Roy Hinson,1993,Atlanta Hawks,"  1,250,000 "
Travis Mays,1993,Atlanta Hawks,"  1,200,000 "
Stacey Augmon,1993,Atlanta Hawks,"  1,138,000 "
Adam Keefe,1993,Atlanta Hawks,"  1,000,000 "
Duane Ferrell,1993,Atlanta Hawks,"  825,000 "
Mookie Blaylock,1993,Atlanta Hawks,"  660,000 "
David Wingate,1993,Charlotte Hornets,"  129,000 "
Maurice Cheeks,1993,Atlanta Hawks,"  600,000 "
Jeff Sanders,1993,Atlanta Hawks,"  250,000 "
Morlon Wiley,1993,Atlanta Hawks,"  250,000 "
Robert Parish,1993,Boston Celtics,"  3,513,000 "
Kevin McHale,1993,Boston Celtics,"  3,500,000 "
Reggie Lewis,1993,Boston Celtics,"  3,320,000 "
Larry Bird,1993,Boston Celtics,"  2,300,000 "
Sherman Douglas,1993,Boston Celtics,"  1,869,000 "
Xavier McDaniel,1993,Boston Celtics,"  1,869,000 "
Kevin Gamble,1993,Boston Celtics,"  1,200,000 "
Ed Pinckney,1993,Boston Celtics,"  1,150,000 "
Paul Graham,1993,Atlanta Hawks,"  500,000 "
Reggie Williams,1993,Denver Nuggets,"  985,000 "
Lorenzo Williams,1993,Charlotte Hornets,"  7,000 "
Scottie Pippen,1993,Chicago Bulls,"  3,425,000 "
Jay Guidinger,1993,Cleveland Cavaliers,"  140,000 "
Derek Harper,1993,Dallas Mavericks,"  2,069,000 "
Doug Smith,1993,Dallas Mavericks,"  1,845,000 "
Fat Lever,1993,Dallas Mavericks,"  1,802,000 "
Terry Davis,1993,Dallas Mavericks,"  1,537,000 "
Randy White,1993,Dallas Mavericks,"  930,000 "
